VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
1,2025-11-01 05:06:38,2025-11-01 05:16:19,2,2.2,1,N,230,249,1,12.1,4.25,0.5,2.68,0.0,1.0,20.53,2.5,0.0,0.75
2,2025-11-01 05:05:52,2025-11-01 05:17:22,1,1.85,1,N,231,79,1,12.8,1.0,0.5,2.04,0.0,1.0,20.59,2.5,0.0,0.75
1,2025-11-01 05:21:22,2025-11-01 05:32:11,1,2.0,1,N,230,249,1,12.1,4.25,0.5,2.5,0.0,1.0,20.35,2.5,0.0,0.75
1,2025-11-01 05:45:58,2025-11-01 05:54:56,1,2.4,1,N,68,163,1,12.1,4.25,0.5,2.0,0.0,1.0,19.85,2.5,0.0,0.75
2,2025-11-01 05:03:20,2025-11-01 06:12:20,1,21.02,2,N,237,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2,2025-11-01 05:18:45,2025-11-01 05:35:50,1,9.4,5,N,74,141,1,65.0,0.0,0.0,15.09,6.94,1.0,90.53,2.5,0.0,0.0
2,2025-11-01 05:08:33,2025-11-01 05:32:24,1,14.44,1,N,107,259,1,54.8,1.0,0.5,12.11,0.0,1.0,72.66,2.5,0.0,0.75
1,2025-11-01 05:03:06,2025-11-01 05:13:52,1,1.9,1,N,79,87,1,11.4,4.25,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
2,2025-11-01 05:35:17,2025-11-01 05:54:28,1,2.7,1,N,186,148,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,2025-11-01 05:19:13,2025-11-01 05:19:28,1,0.08,1,N,132,132,3,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-7.25,0.0,-1.75,0.0
2,2025-11-01 05:19:13,2025-11-01 05:19:28,1,0.08,1,N,132,132,3,3.0,1.0,0.5,0.0,0.0,1.0,7.25,0.0,1.75,0.0
2,2025-11-01 05:28:33,2025-11-01 05:34:29,1,1.87,1,N,127,244,1,10.0,1.0,0.5,0.0,0.0,1.0,12.5,0.0,0.0,0.0
2,2025-11-01 05:01:22,2025-11-01 05:14:09,2,1.94,1,N,229,68,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
1,2025-11-01 05:54:35,2025-11-01 05:54:39,1,0.0,1,N,265,265,3,3.0,1.0,0.5,0.0,0.0,1.0,5.5,0.0,0.0,0.0
2,2025-11-01 05:27:29,2025-11-01 05:27:33,4,0.0,5,N,34,34,1,55.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0
2,2025-11-01 05:35:11,2025-11-01 06:11:51,4,10.97,5,N,34,163,3,-95.0,0.0,0.0,0.0,0.0,-1.0,-99.25,-2.5,0.0,-0.75
2,2025-11-01 05:35:11,2025-11-01 06:11:51,4,10.97,5,N,34,230,3,95.0,0.0,0.0,0.0,0.0,1.0,99.25,2.5,0.0,0.75
2,2025-11-01 05:05:20,2025-11-01 05:08:25,1,1.04,1,N,263,236,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
1,2025-11-01 05:39:24,2025-11-01 06:46:51,1,14.2,99,N,185,137,1,39.5,0.0,0.5,0.0,0.0,0.0,40.0,0.0,0.0,0.0
2,2025-11-01 05:01:02,2025-11-01 05:11:45,1,2.11,1,N,228,181,1,12.8,1.0,0.5,3.06,0.0,1.0,18.36,0.0,0.0,0.0
1,2025-11-01 05:08:49,2025-11-01 05:34:30,1,7.5,99,N,74,183,1,30.5,0.0,0.5,0.0,0.0,0.0,31.0,0.0,0.0,0.0
1,2025-11-01 05:39:50,2025-11-01 06:29:55,1,13.7,99,N,165,56,1,46.5,0.0,0.5,0.0,0.0,0.0,47.0,0.0,0.0,0.0
1,2025-11-01 05:24:39,2025-11-01 06:28:40,1,14.1,99,N,72,162,1,42.5,0.0,0.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0
1,2025-11-01 05:40:12,2025-11-01 06:15:54,1,9.8,99,N,76,226,1,46.5,0.0,0.5,0.0,0.0,0.0,47.0,0.0,0.0,0.0
2,2025-11-01 05:00:32,2025-11-01 05:05:50,3,1.36,5,N,246,50,1,20.0,0.0,0.0,4.85,0.0,1.0,29.1,2.5,0.0,0.75
2,2025-11-01 05:20:48,2025-11-01 05:24:25,3,1.08,5,N,246,246,1,40.0,0.0,0.0,8.85,0.0,1.0,53.1,2.5,0.0,0.75
2,2025-11-01 05:41:05,2025-11-01 05:41:11,1,0.0,5,N,246,246,1,55.0,0.0,0.0,0.0,0.0,1.0,59.25,2.5,0.0,0.75
2,2025-11-01 05:31:10,2025-11-01 05:47:19,1,12.14,1,N,132,223,4,-45.0,-1.0,-0.5,0.0,-13.44,-1.0,-62.69,0.0,-1.75,0.0
2,2025-11-01 05:31:10,2025-11-01 05:47:19,1,12.14,1,N,132,207,4,45.0,1.0,0.5,0.0,13.44,1.0,62.69,0.0,1.75,0.0
1,2025-11-01 05:07:42,2025-11-01 05:45:20,1,10.5,99,N,192,262,1,37.5,0.0,0.5,0.0,0.0,0.0,38.0,0.0,0.0,0.0
2,2025-11-01 05:37:08,2025-11-01 05:46:37,1,1.64,1,N,161,68,1,11.4,1.0,0.5,1.0,0.0,1.0,18.15,2.5,0.0,0.75
2,2025-11-01 05:47:37,2025-11-01 05:54:37,1,0.7,1,N,68,100,1,7.9,1.0,0.5,2.05,0.0,1.0,15.7,2.5,0.0,0.75
2,2025-11-01 05:06:24,2025-11-01 05:15:14,1,4.27,1,N,137,87,1,18.4,1.0,0.5,4.83,0.0,1.0,28.98,2.5,0.0,0.75
2,2025-11-01 05:43:30,2025-11-01 06:18:43,2,14.08,5,N,145,132,2,84.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,0.0
1,2025-11-01 05:06:19,2025-11-01 05:23:53,1,8.4,99,N,22,91,1,33.5,0.0,0.5,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1,2025-11-01 05:27:28,2025-11-01 06:07:22,1,11.5,99,N,91,215,1,45.5,0.0,0.5,0.0,0.0,0.0,46.0,0.0,0.0,0.0
2,2025-11-01 05:11:43,2025-11-01 05:12:44,1,0.04,1,N,141,141,4,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-8.0,-2.5,0.0,0.0
2,2025-11-01 05:11:43,2025-11-01 05:12:44,1,0.04,1,N,141,141,4,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0,0.0
2,2025-11-01 05:13:26,2025-11-01 05:14:55,1,0.5,1,N,263,237,1,4.4,1.0,0.5,1.88,0.0,1.0,11.28,2.5,0.0,0.0
2,2025-11-01 05:52:41,2025-11-01 06:23:22,2,20.5,3,N,107,1,2,95.8,1.0,0.0,0.0,19.56,1.0,118.11,0.0,0.0,0.75
7,2025-11-01 05:29:36,2025-11-01 05:29:36,1,1.38,1,N,229,141,1,7.9,0.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,2025-11-01 05:34:21,2025-11-01 05:40:18,1,1.06,1,N,79,137,1,7.9,1.0,0.5,1.0,0.0,1.0,14.65,2.5,0.0,0.75
2,2025-11-01 05:51:43,2025-11-01 06:08:28,2,8.99,1,N,141,138,1,35.2,6.0,0.5,5.0,6.94,1.0,57.14,2.5,0.0,0.0
2,2025-11-01 05:22:17,2025-11-01 05:37:48,1,5.54,1,N,79,236,1,24.7,1.0,0.5,6.09,0.0,1.0,36.54,2.5,0.0,0.75
1,2025-11-01 05:07:21,2025-11-01 05:18:01,1,2.3,1,N,262,143,1,12.1,3.5,0.5,4.3,0.0,1.0,21.4,2.5,0.0,0.0
2,2025-11-01 05:13:39,2025-11-01 05:22:56,2,2.16,1,N,163,238,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,2025-11-01 05:31:16,2025-11-01 05:50:23,2,4.69,1,N,48,7,1,23.3,1.0,0.5,5.81,0.0,1.0,34.86,2.5,0.0,0.75
2,2025-11-01 05:17:29,2025-11-01 05:26:17,1,2.19,1,N,68,170,1,12.1,1.0,0.5,0.0,0.0,1.0,17.85,2.5,0.0,0.75
2,2025-11-01 05:36:56,2025-11-01 05:47:34,1,3.46,1,N,164,145,1,16.3,1.0,0.5,2.0,0.0,1.0,24.05,2.5,0.0,0.75
2,2025-11-01 05:49:43,2025-11-01 06:30:44,1,17.74,2,N,90,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2,2025-11-01 05:40:27,2025-11-01 05:52:08,1,3.86,1,N,87,107,1,18.4,1.0,0.5,1.0,0.0,1.0,25.15,2.5,0.0,0.75
2,2025-11-01 05:40:13,2025-11-01 06:23:28,1,10.49,1,N,80,143,1,50.6,1.0,0.5,11.27,0.0,1.0,67.62,2.5,0.0,0.75
1,2025-11-01 05:36:17,2025-11-01 05:45:12,1,2.0,1,N,166,143,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0,0.0
1,2025-11-01 05:55:26,2025-11-01 06:01:22,1,1.3,1,N,163,68,2,8.6,3.25,0.5,0.0,0.0,1.0,13.35,2.5,0.0,0.75
2,2025-11-01 05:08:13,2025-11-01 05:13:55,2,0.64,1,N,36,37,1,7.2,1.0,0.5,1.94,0.0,1.0,11.64,0.0,0.0,0.0
2,2025-11-01 05:28:20,2025-11-01 05:54:28,2,17.22,2,N,132,229,2,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-83.44,-2.5,-1.75,-0.75
2,2025-11-01 05:28:20,2025-11-01 05:54:28,2,17.22,2,N,132,229,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75
2,2025-11-01 05:34:53,2025-11-01 05:40:07,1,0.91,1,N,161,43,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,2025-11-01 05:43:47,2025-11-01 06:07:33,1,14.91,1,N,48,58,1,56.9,1.0,0.5,0.0,0.0,1.0,62.65,2.5,0.0,0.75
2,2025-11-01 05:43:38,2025-11-01 06:09:25,1,19.07,2,N,132,262,1,70.0,0.0,0.5,5.0,6.94,1.0,87.69,2.5,1.75,0.0
2,2025-11-01 05:04:10,2025-11-01 05:04:14,4,0.0,5,N,112,112,1,20.0,0.0,0.0,4.2,0.0,1.0,25.2,0.0,0.0,0.0
1,2025-11-01 05:08:45,2025-11-01 05:16:19,2,0.7,1,N,48,161,3,8.6,4.25,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
2,2025-11-01 05:12:00,2025-11-01 06:46:13,1,46.97,4,N,144,231,1,313.8,1.0,0.5,69.53,28.12,1.0,417.2,2.5,0.0,0.75
2,2025-11-01 05:37:51,2025-11-01 05:37:55,1,0.0,5,N,265,265,1,65.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0
1,2025-11-01 05:17:55,2025-11-01 05:29:49,1,2.2,1,N,234,45,1,13.5,4.25,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
2,2025-11-01 05:00:37,2025-11-01 05:11:30,1,2.09,1,N,230,137,1,12.8,1.0,0.5,1.46,0.0,1.0,20.01,2.5,0.0,0.75
2,2025-11-01 05:43:22,2025-11-01 06:17:37,1,22.83,1,N,132,227,2,-86.3,-1.0,-0.5,0.0,0.0,-1.0,-90.55,0.0,-1.75,0.0
2,2025-11-01 05:43:22,2025-11-01 06:17:37,1,22.83,1,N,132,227,2,86.3,1.0,0.5,0.0,0.0,1.0,90.55,0.0,1.75,0.0
2,2025-11-01 05:02:20,2025-11-01 05:22:52,2,4.72,1,N,137,87,1,25.4,1.0,0.5,0.0,0.0,1.0,31.15,2.5,0.0,0.75
2,2025-11-01 05:05:58,2025-11-01 05:20:12,4,1.21,1,N,211,232,2,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75
2,2025-11-01 05:07:29,2025-11-01 05:20:22,1,3.61,1,N,144,237,1,17.0,1.0,0.5,3.0,0.0,1.0,25.75,2.5,0.0,0.75
2,2025-11-01 05:44:08,2025-11-01 05:58:45,1,3.39,5,N,93,132,1,84.0,0.0,0.0,17.0,0.0,1.0,102.0,0.0,0.0,0.0
2,2025-11-01 05:32:53,2025-11-01 05:53:47,4,9.08,5,N,228,170,1,70.0,0.0,0.0,0.0,0.0,1.0,74.25,2.5,0.0,0.75
2,2025-11-01 05:02:17,2025-11-01 05:02:31,2,0.0,1,N,163,163,3,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-8.75,-2.5,0.0,-0.75
2,2025-11-01 05:02:17,2025-11-01 05:02:31,2,0.0,1,N,163,163,3,3.0,1.0,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75
2,2025-11-01 05:02:08,2025-11-01 05:08:42,2,1.94,1,N,162,263,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-11-01 05:32:13,2025-11-01 05:32:27,1,0.03,1,N,132,132,2,3.0,1.0,0.5,0.0,0.0,1.0,7.25,0.0,1.75,0.0
2,2025-11-01 05:32:56,2025-11-01 05:59:19,1,16.63,2,N,132,161,1,70.0,0.0,0.5,10.0,6.94,1.0,93.44,2.5,1.75,0.75
2,2025-11-01 05:04:29,2025-11-01 05:10:25,1,0.97,1,N,234,90,1,7.9,1.0,0.5,1.0,0.0,1.0,14.65,2.5,0.0,0.75
1,2025-11-01 05:55:12,2025-11-01 06:04:49,1,1.4,1,N,87,144,1,10.0,4.25,0.5,2.0,0.0,1.0,17.75,2.5,0.0,0.75
1,2025-11-01 05:24:14,2025-11-01 06:21:14,1,9.7,99,N,25,24,1,39.5,0.0,0.5,0.0,0.0,0.0,40.0,0.0,0.0,0.0
1,2025-11-01 05:32:53,2025-11-01 06:16:15,1,10.2,99,N,25,41,1,37.5,0.0,0.5,0.0,0.0,0.0,38.0,0.0,0.0,0.0
2,2025-11-01 05:54:06,2025-11-01 05:58:25,1,0.83,1,N,137,107,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
1,2025-11-01 05:35:23,2025-11-01 07:05:26,1,17.3,99,N,68,39,1,57.5,0.0,0.5,0.0,0.0,0.0,58.0,0.0,0.0,0.0
2,2025-11-01 05:02:39,2025-11-01 05:09:40,1,1.55,1,N,231,79,2,9.3,1.0,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
2,2025-11-01 05:41:16,2025-11-01 06:02:07,1,11.6,1,N,50,168,1,45.0,1.0,0.5,0.0,0.0,1.0,50.75,2.5,0.0,0.75
1,2025-11-01 05:09:06,2025-11-01 05:19:12,1,2.3,1,N,263,238,1,11.4,3.5,0.5,4.1,0.0,1.0,20.5,2.5,0.0,0.0
2,2025-11-01 05:06:38,2025-11-01 05:18:21,1,1.86,1,N,186,230,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,2025-11-01 05:34:23,2025-11-01 05:42:05,1,0.83,1,N,186,246,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,2025-11-01 05:44:16,2025-11-01 05:51:35,1,1.34,1,N,246,50,1,9.3,1.0,0.5,1.0,0.0,1.0,16.05,2.5,0.0,0.75
2,2025-11-01 05:33:04,2025-11-01 05:37:20,1,0.65,1,N,234,164,2,6.5,1.0,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75
2,2025-11-01 05:15:38,2025-11-01 05:24:46,1,1.89,1,N,186,163,1,11.4,1.0,0.5,5.14,0.0,1.0,22.29,2.5,0.0,0.75
2,2025-11-01 05:33:46,2025-11-01 05:49:18,1,5.56,1,N,107,65,2,25.4,1.0,0.5,0.0,0.0,1.0,31.15,2.5,0.0,0.75
2,2025-11-01 05:18:34,2025-11-01 05:45:50,1,6.94,1,N,36,231,1,33.1,1.0,0.5,7.77,0.0,1.0,46.62,2.5,0.0,0.75
2,2025-11-01 05:57:35,2025-11-01 06:29:18,1,6.3,1,N,164,225,1,33.8,1.0,0.5,7.91,0.0,1.0,47.46,2.5,0.0,0.75
1,2025-11-01 05:57:13,2025-11-01 06:06:33,1,2.2,1,N,186,231,1,11.4,4.25,0.5,3.45,0.0,1.0,20.6,2.5,0.0,0.75
2,2025-11-01 05:31:03,2025-11-01 05:31:08,1,0.0,5,N,134,134,1,85.0,0.0,0.0,5.0,0.0,1.0,91.0,0.0,0.0,0.0
1,2025-11-01 05:02:46,2025-11-01 05:10:04,1,1.2,1,N,79,249,1,9.3,4.25,0.5,3.0,0.0,1.0,18.05,2.5,0.0,0.75
2,2025-11-01 05:22:59,2025-11-01 05:30:04,1,1.14,1,N,186,48,1,8.6,1.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
2,2025-11-01 05:40:54,2025-11-01 05:46:34,1,0.82,1,N,79,114,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
2,2025-11-01 05:12:26,2025-11-01 05:27:18,1,2.9,1,N,234,209,1,17.0,1.0,0.5,4.55,0.0,1.0,27.3,2.5,0.0,0.75
2,2025-11-01 05:22:59,2025-11-01 05:28:48,2,0.75,1,N,74,74,1,7.2,1.0,0.5,1.94,0.0,1.0,11.64,0.0,0.0,0.0
7,2025-11-01 05:36:49,2025-11-01 05:36:49,1,9.96,1,N,157,166,1,45.7,0.0,0.5,11.03,6.94,1.0,66.17,0.0,0.0,0.0
2,2025-11-01 05:29:04,2025-11-01 05:53:05,1,20.97,5,N,50,265,1,100.0,0.0,0.0,20.35,0.0,1.0,122.1,0.0,0.0,0.75
2,2025-11-01 05:06:30,2025-11-01 05:18:22,1,3.22,1,N,224,237,1,15.6,1.0,0.5,3.2,0.0,1.0,24.55,2.5,0.0,0.75
2,2025-11-01 05:50:13,2025-11-01 06:02:19,1,3.16,1,N,48,125,1,16.3,1.0,0.5,5.51,0.0,1.0,27.56,2.5,0.0,0.75
1,2025-11-01 05:27:49,2025-11-01 05:33:56,1,0.8,1,N,100,48,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75
2,2025-11-01 05:06:30,2025-11-01 05:09:36,1,0.95,1,N,170,234,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,2025-11-01 05:25:13,2025-11-01 05:25:21,2,0.0,5,N,265,265,1,158.0,0.0,0.0,10.0,0.0,1.0,169.0,0.0,0.0,0.0
2,2025-11-01 05:04:17,2025-11-01 05:14:12,1,2.13,1,N,137,144,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,2025-11-01 05:26:31,2025-11-01 05:36:50,2,2.22,1,N,137,249,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,2025-11-01 05:00:39,2025-11-01 05:20:24,1,4.2,1,N,90,239,1,22.6,1.0,0.5,0.0,0.0,1.0,28.35,2.5,0.0,0.75
1,2025-11-01 05:33:38,2025-11-01 06:08:46,1,5.2,99,N,188,22,1,36.5,0.0,0.5,0.0,0.0,0.0,37.0,0.0,0.0,0.0
2,2025-11-01 05:28:52,2025-11-01 05:29:00,2,0.0,5,N,263,263,1,48.0,0.0,0.0,1.5,0.0,1.0,53.0,2.5,0.0,0.0
1,2025-11-01 05:20:49,2025-11-01 06:11:11,1,15.1,99,N,213,68,1,40.5,0.0,0.5,0.0,0.0,0.0,41.0,0.0,0.0,0.0
1,2025-11-01 05:34:44,2025-11-01 06:11:14,1,13.3,99,N,208,68,1,43.5,0.0,0.5,0.0,0.0,0.0,44.0,0.0,0.0,0.0
1,2025-11-01 05:35:03,2025-11-01 05:41:24,1,1.4,1,N,113,170,1,9.3,4.25,0.5,3.0,0.0,1.0,18.05,2.5,0.0,0.75
2,2025-11-01 05:20:05,2025-11-01 05:31:04,3,2.71,5,N,34,231,1,53.5,0.0,0.0,5.0,0.0,1.0,62.75,2.5,0.0,0.75
2,2025-11-01 05:11:31,2025-11-01 05:25:43,1,2.15,1,N,116,24,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0,0.0
2,2025-11-01 05:40:10,2025-11-01 05:57:15,2,3.7,1,N,43,246,1,19.8,1.0,0.5,6.39,0.0,1.0,31.94,2.5,0.0,0.75
2,2025-11-01 05:54:15,2025-11-01 06:07:29,1,3.01,1,N,130,122,4,-16.3,-1.0,-0.5,0.0,0.0,-1.0,-18.8,0.0,0.0,0.0
2,2025-11-01 05:54:15,2025-11-01 06:07:29,1,3.01,1,N,130,122,4,16.3,1.0,0.5,0.0,0.0,1.0,18.8,0.0,0.0,0.0
2,2025-11-01 05:15:23,2025-11-01 05:32:22,2,10.88,1,N,162,138,1,42.2,6.0,0.5,11.98,6.94,1.0,71.87,2.5,0.0,0.75
2,2025-11-01 05:00:52,2025-11-01 05:06:08,1,1.78,1,N,107,229,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,2025-11-01 05:05:25,2025-11-01 05:24:11,1,3.52,1,N,68,141,1,20.5,1.0,0.5,0.0,0.0,1.0,26.25,2.5,0.0,0.75
1,2025-11-01 05:36:27,2025-11-01 07:15:33,1,12.1,99,N,71,237,1,42.5,0.0,0.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0
2,2025-11-01 05:02:58,2025-11-01 05:16:35,1,2.44,1,N,234,148,2,14.9,1.0,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75
2,2025-11-01 05:22:19,2025-11-01 05:31:59,1,2.64,1,N,148,229,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
2,2025-11-01 05:08:07,2025-11-01 05:08:11,3,0.0,5,N,90,90,1,12.15,0.0,0.0,3.28,0.0,1.0,19.68,2.5,0.0,0.75
1,2025-11-01 05:12:12,2025-11-01 05:16:26,1,1.3,1,N,100,249,2,7.2,4.25,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75
2,2025-11-01 05:14:37,2025-11-01 05:28:47,1,3.17,1,N,107,48,1,17.0,1.0,0.5,3.0,0.0,1.0,25.75,2.5,0.0,0.75
2,2025-11-01 05:38:57,2025-11-01 05:45:46,1,1.54,1,N,162,263,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,2025-11-01 05:46:20,2025-11-01 05:46:24,4,0.0,5,N,116,116,1,68.75,0.0,0.0,0.0,0.0,1.0,69.75,0.0,0.0,0.0
2,2025-11-01 05:30:31,2025-11-01 05:33:48,1,0.32,1,N,234,170,1,5.1,1.0,0.5,2.0,0.0,1.0,12.85,2.5,0.0,0.75
2,2025-11-01 05:02:56,2025-11-01 05:24:09,1,4.25,1,N,79,112,1,24.7,1.0,0.5,6.09,0.0,1.0,36.54,2.5,0.0,0.75
2,2025-11-01 05:44:36,2025-11-01 05:55:52,1,9.46,1,N,132,19,2,35.9,1.0,0.5,0.0,0.0,1.0,40.15,0.0,1.75,0.0
1,2025-11-01 05:57:29,2025-11-01 06:00:28,1,0.8,1,N,263,141,1,3.0,3.5,0.5,4.0,0.0,1.0,12.0,2.5,0.0,0.0
2,2025-11-01 05:10:56,2025-11-01 05:19:49,2,1.4,1,N,79,246,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-11-01 05:08:29,2025-11-01 05:13:52,1,0.98,1,N,162,236,1,7.9,1.0,0.5,1.5,0.0,1.0,15.15,2.5,0.0,0.75
1,2025-11-01 05:42:16,2025-11-01 06:03:07,1,8.3,99,N,259,243,1,32.5,0.0,0.5,0.0,0.0,0.0,33.0,0.0,0.0,0.0
1,2025-11-01 05:34:39,2025-11-01 05:38:27,1,0.9,1,N,264,264,1,6.5,4.25,0.5,0.01,0.0,1.0,12.26,2.5,0.0,0.75
1,2025-11-01 05:45:36,2025-11-01 06:05:52,1,4.9,1,N,48,7,2,24.7,3.25,0.5,0.0,0.0,1.0,29.45,2.5,0.0,0.75
2,2025-11-01 05:34:14,2025-11-01 06:08:05,2,7.39,1,N,157,90,1,38.7,1.0,0.5,8.89,0.0,1.0,53.34,2.5,0.0,0.75
2,2025-11-01 05:05:40,2025-11-01 05:16:11,1,2.67,1,N,114,162,2,-14.2,-1.0,-0.5,0.0,0.0,-1.0,-19.95,-2.5,0.0,-0.75
2,2025-11-01 05:05:40,2025-11-01 05:16:11,1,2.67,1,N,114,162,2,14.2,1.0,0.5,0.0,0.0,1.0,19.95,2.5,0.0,0.75
2,2025-11-01 05:18:14,2025-11-01 05:18:19,4,0.0,5,N,162,162,1,20.0,0.0,0.0,48.4,0.0,1.0,72.65,2.5,0.0,0.75
2,2025-11-01 05:26:29,2025-11-01 05:30:12,1,0.57,1,N,79,148,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
2,2025-11-01 05:38:10,2025-11-01 06:03:31,3,17.42,4,N,230,1,1,115.7,1.0,0.0,26.5,14.06,1.0,159.01,0.0,0.0,0.75
2,2025-11-01 05:00:25,2025-11-01 05:08:11,2,1.01,1,N,233,107,1,8.6,1.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
1,2025-11-01 05:45:11,2025-11-01 06:01:06,1,4.0,99,N,235,42,1,23.5,0.0,0.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0
1,2025-11-01 05:13:06,2025-11-01 05:48:48,1,8.2,99,N,263,171,1,35.5,0.0,0.5,0.0,6.94,0.0,42.94,0.0,0.0,0.0
1,2025-11-01 05:57:56,2025-11-01 06:22:56,1,13.8,99,N,16,161,1,46.5,0.0,0.5,0.0,6.94,0.0,53.94,0.0,0.0,0.0
7,2025-11-01 05:33:28,2025-11-01 05:33:28,1,4.34,5,N,79,263,1,44.75,0.0,0.5,12.38,0.0,1.0,61.88,2.5,0.0,0.75
7,2025-11-01 05:55:00,2025-11-01 05:55:00,1,9.07,1,N,263,138,1,35.2,0.0,0.5,5.0,6.94,1.0,57.14,2.5,5.0,0.0
2,2025-11-01 05:18:17,2025-11-01 05:31:11,3,2.59,1,N,148,68,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,2025-11-01 05:52:07,2025-11-01 06:06:24,2,3.15,1,N,107,142,1,17.7,1.0,0.5,0.0,0.0,1.0,23.45,2.5,0.0,0.75
2,2025-11-01 05:16:53,2025-11-01 05:51:57,3,6.66,1,N,79,238,2,38.0,1.0,0.5,0.0,0.0,1.0,43.75,2.5,0.0,0.75
2,2025-11-01 05:04:25,2025-11-01 06:06:31,1,17.29,2,N,236,132,1,70.0,0.0,0.5,14.0,0.0,1.0,88.75,2.5,0.0,0.75
2,2025-11-01 05:27:27,2025-11-01 05:43:47,2,7.75,1,N,159,32,1,31.7,1.0,0.5,6.0,0.0,1.0,40.2,0.0,0.0,0.0
2,2025-11-01 05:25:06,2025-11-01 05:31:20,1,3.86,1,N,87,170,1,16.3,1.0,0.5,4.41,0.0,1.0,26.46,2.5,0.0,0.75
2,2025-11-01 05:24:22,2025-11-01 05:57:10,1,13.88,1,N,230,138,1,57.6,6.0,0.5,13.67,0.0,1.0,82.02,2.5,0.0,0.75
1,2025-11-01 05:01:19,2025-11-01 05:07:52,1,1.5,1,N,75,74,2,9.3,1.0,0.5,0.0,0.0,1.0,11.8,0.0,0.0,0.0
2,2025-11-01 05:22:18,2025-11-01 05:42:42,1,5.22,1,N,230,129,1,24.7,1.0,0.5,9.13,0.0,1.0,39.58,2.5,0.0,0.75
2,2025-11-01 05:16:32,2025-11-01 05:32:37,1,3.52,1,N,79,87,1,19.8,1.0,0.5,5.0,0.0,1.0,30.55,2.5,0.0,0.75
